ID,NAME,xcoord,ycoord,address
438,Longmarket,18.419059999777,-33.9225299997471,"Internationale Schule, 105, Long Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
439,Dorp,18.4175249991247,-33.923932999696,"Neighbourhood Restaurant Bar & Lounge, 163, Long Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8000, South Africa"
440,Upper Long,18.4146569994686,-33.9265390000035,"South China Dim Sum Bar, 289, Long Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
441,Michaelis,18.413388000784,-33.9287160007832,"42, Orange Street, Gardens, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
442,Government Ave,18.4137049995319,-33.9315220003361,"Orange Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
443,Annandale,18.4147980000129,-33.9330999993652,"Engen, 27, Annandale Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
444,Gardens,18.4195719999797,-33.9339760002081,"Mill Street, Cape Town Ward 77, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
449,Upper Loop,18.4139830010422,-33.9261010001467,"St. Martini Kindergarten, 240, Loop Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
450,Leeuwen,18.4163189997971,-33.923955999552,"Alliance Française du Cap, 155, Loop Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
451,Church,18.4180560012466,-33.9223709990502,"Base of African Restaurant, 98, Loop Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8000, South Africa"
452,Mid Loop,18.420787999751,-33.9198860005193,"Hertz, 40, Loop Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
453,Lower Loop,18.4223789999385,-33.9184259998404,"Loop Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
458,Darling,18.4222719995466,-33.9238660001151,"Darling Street, Foreshore, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
459,Lower Buitenkant,18.4247940000938,-33.9264929998302,"Buitenkant Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 7925, South Africa"
460,Roeland,18.421177000587,-33.9299719996647,"Roeland, Buitenkant Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
461,Roodehek,18.4198380005092,-33.9323019996221,"Shell Select, 130, Buitenkant Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
462,Lower Plein,18.4240099992727,-33.9234190004501,"Lower Plein Street, Foreshore, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
463,Breakwater,18.4206920011734,-33.9021230003181,"Breakwater Lane, Foreshore, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
467,De Waal Park,18.4141129990886,-33.9378630001099,"47, Upper Orange Street, Cape Town Ward 77, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
468,Upper Orange,18.4141110007472,-33.9406600003143,"Orange Guest House, 16, Upper Orange Street, Cape Town Ward 77, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
469,Montrose,18.4114410003133,-33.9412810001579,"28, Montrose Avenue, Cape Town Ward 77, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
